city	code	candidate	n
Montay	59412	Le Pen	103
Montay	59412	Macron	44
Montigny-en-Cambrésis	59413	Le Pen	208
Montigny-en-Cambrésis	59413	Macron	132
Montigny-en-Ostrevent	59414	Le Pen	1438
Montigny-en-Ostrevent	59414	Macron	845
Montrécourt	59415	Le Pen	85
Montrécourt	59415	Macron	57
Morbecque	59416	Macron	765
Morbecque	59416	Le Pen	761
Mortagne-du-Nord	59418	Le Pen	441
Mortagne-du-Nord	59418	Macron	237
Mouchin	59419	Macron	496
Mouchin	59419	Le Pen	304
Moustier-en-Fagne	59420	Macron	16
Moustier-en-Fagne	59420	Le Pen	12
Mouvaux	59421	Macron	5555
Mouvaux	59421	Le Pen	1924
Mérignies	59398	Macron	1538
Mérignies	59398	Le Pen	613
Méteren	59401	Macron	752
Méteren	59401	Le Pen	564
Naves	59422	Le Pen	238
Naves	59422	Macron	143
Neuf-Berquin	59423	Le Pen	451
Neuf-Berquin	59423	Macron	311
Neuf-Mesnil	59424	Le Pen	389
Neuf-Mesnil	59424	Macron	189
Neuville-Saint-Rémy	59428	Le Pen	1158
Neuville-Saint-Rémy	59428	Macron	734
Neuville-en-Avesnois	59425	Macron	100
Neuville-en-Avesnois	59425	Le Pen	78
Neuville-en-Ferrain	59426	Macron	3298
Neuville-en-Ferrain	59426	Le Pen	2430
Neuville-sur-Escaut	59429	Le Pen	916
Neuville-sur-Escaut	59429	Macron	381
Neuvilly	59430	Le Pen	402
Neuvilly	59430	Macron	142
Nieppe	59431	Macron	2242
Nieppe	59431	Le Pen	2052
Niergnies	59432	Le Pen	171
Niergnies	59432	Macron	160
Nieurlet	59433	Le Pen	361
Nieurlet	59433	Macron	189
Nivelle	59434	Le Pen	429
Nivelle	59434	Macron	399
Nomain	59435	Macron	973
Nomain	59435	Le Pen	567
Noordpeene	59436	Le Pen	249
Noordpeene	59436	Macron	220
Noyelles-lès-Seclin	59437	Macron	365
Noyelles-lès-Seclin	59437	Le Pen	154
Noyelles-sur-Escaut	59438	Le Pen	282
Noyelles-sur-Escaut	59438	Macron	191
Noyelles-sur-Sambre	59439	Le Pen	85
Noyelles-sur-Sambre	59439	Macron	82
Noyelles-sur-Selle	59440	Le Pen	232
Noyelles-sur-Selle	59440	Macron	142
Obies	59441	Le Pen	196
Obies	59441	Macron	192
Obrechies	59442	Le Pen	112
Obrechies	59442	Macron	79
Ochtezeele	59443	Le Pen	122
Ochtezeele	59443	Macron	90
Odomez	59444	Le Pen	260
Odomez	59444	Macron	165
Ohain	59445	Le Pen	395
Ohain	59445	Macron	203
Oisy	59446	Macron	185
Oisy	59446	Le Pen	166
Onnaing	59447	Le Pen	2433
Onnaing	59447	Macron	1423
Oost-Cappel	59448	Le Pen	163
Oost-Cappel	59448	Macron	103
Orchies	59449	Le Pen	2348
Orchies	59449	Macron	2224
Ors	59450	Le Pen	240
Ors	59450	Macron	129
Orsinval	59451	Macron	193
Orsinval	59451	Le Pen	174
Ostricourt	59452	Le Pen	1376
Ostricourt	59452	Macron	1156
Oudezeele	59453	Macron	205
Oudezeele	59453	Le Pen	204
Oxelaëre	59454	Macron	167
Oxelaëre	59454	Le Pen	133
Paillencourt	59455	Le Pen	365
Paillencourt	59455	Macron	237
Pecquencourt	59456	Le Pen	2019
Pecquencourt	59456	Macron	913
Petit-Fayt	59461	Le Pen	130
Petit-Fayt	59461	Macron	56
Petite-Forêt	59459	Le Pen	1652
Petite-Forêt	59459	Macron	1007
Phalempin	59462	Macron	1801
Phalempin	59462	Le Pen	1027
Pitgam	59463	Le Pen	318
Pitgam	59463	Macron	252
Poix-du-Nord	59464	Le Pen	763
Poix-du-Nord	59464	Macron	366
Pommereuil	59465	Le Pen	291
Pommereuil	59465	Macron	109
Pont-sur-Sambre	59467	Le Pen	735
Pont-sur-Sambre	59467	Macron	501
Pont-à-Marcq	59466	Macron	983
Pont-à-Marcq	59466	Le Pen	676
Potelle	59468	Le Pen	135
Potelle	59468	Macron	125
Pradelles	59469	Le Pen	149
Pradelles	59469	Macron	129
Preux-au-Bois	59472	Le Pen	272
Preux-au-Bois	59472	Macron	191
Preux-au-Sart	59473	Le Pen	83
Preux-au-Sart	59473	Macron	79
Prisches	59474	Le Pen	333
Prisches	59474	Macron	219
Prouvy	59475	Le Pen	756
Prouvy	59475	Macron	450
Proville	59476	Macron	975
Proville	59476	Le Pen	946
Provin	59477	Le Pen	1363
Provin	59477	Macron	953
Prémesques	59470	Macron	829
Prémesques	59470	Le Pen	423
Préseau	59471	Le Pen	601
Préseau	59471	Macron	579
Pérenchies	59457	Macron	2397
Pérenchies	59457	Le Pen	1826
Péronne-en-Mélantois	59458	Macron	396
Péronne-en-Mélantois	59458	Le Pen	209
Quarouble	59479	Le Pen	1004
Quarouble	59479	Macron	587
Quaëdypre	59478	Le Pen	359
Quaëdypre	59478	Macron	331
Quesnoy-sur-Deûle	59482	Macron	2278
Quesnoy-sur-Deûle	59482	Le Pen	1500
Quiévelon	59483	Le Pen	54
Quiévelon	59483	Macron	30
Quiévrechain	59484	Le Pen	1354
Quiévrechain	59484	Macron	876
Quiévy	59485	Le Pen	690
Quiévy	59485	Macron	279
Quérénaing	59480	Macron	242
Quérénaing	59480	Le Pen	242
Radinghem-en-Weppes	59487	Macron	664
Radinghem-en-Weppes	59487	Le Pen	305
Raillencourt-Sainte-Olle	59488	Le Pen	670
Raillencourt-Sainte-Olle	59488	Macron	593
Raimbeaucourt	59489	Le Pen	1224
Raimbeaucourt	59489	Macron	932
Rainsars	59490	Le Pen	70
Rainsars	59490	Macron	47
Raismes	59491	Le Pen	3715
Raismes	59491	Macron	1949
Ramillies	59492	Le Pen	232
Ramillies	59492	Macron	96
Ramousies	59493	Le Pen	74
Ramousies	59493	Macron	57
Raucourt-au-Bois	59494	Le Pen	50
Raucourt-au-Bois	59494	Macron	29
Recquignies	59495	Le Pen	763
Recquignies	59495	Macron	261
Rejet-de-Beaulieu	59496	Le Pen	93
Rejet-de-Beaulieu	59496	Macron	46
Renescure	59497	Le Pen	699
Renescure	59497	Macron	596
Reumont	59498	Le Pen	126
Reumont	59498	Macron	75
Rexpoëde	59499	Le Pen	617
Rexpoëde	59499	Macron	466
Ribécourt-la-Tour	59500	Le Pen	143
Ribécourt-la-Tour	59500	Macron	96
Rieulay	59501	Le Pen	396
Rieulay	59501	Macron	308
Rieux-en-Cambrésis	59502	Le Pen	497
Rieux-en-Cambrésis	59502	Macron	246
Robersart	59503	Le Pen	64
Robersart	59503	Macron	47
Roeulx	59504	Le Pen	1200
Roeulx	59504	Macron	610
Rombies-et-Marchipont	59505	Le Pen	240
Rombies-et-Marchipont	59505	Macron	174
Romeries	59506	Le Pen	137
Romeries	59506	Macron	122
Ronchin	59507	Macron	5270
Ronchin	59507	Le Pen	2675
Roncq	59508	Macron	4628
Roncq	59508	Le Pen	2847
Roost-Warendin	59509	Le Pen	1970
Roost-Warendin	59509	Macron	1214
Rosult	59511	Macron	682
Rosult	59511	Le Pen	487
Roubaix	59512	Macron	16061
Roubaix	59512	Le Pen	6770
Roucourt	59513	Le Pen	157
Roucourt	59513	Macron	121
Rousies	59514	Le Pen	1228
Rousies	59514	Macron	786
Rouvignies	59515	Le Pen	221
Rouvignies	59515	Macron	128
Rubrouck	59516	Macron	280
Rubrouck	59516	Le Pen	271
Ruesnes	59518	Le Pen	131
Ruesnes	59518	Macron	128
Rumegies	59519	Le Pen	516
Rumegies	59519	Macron	502
Rumilly-en-Cambrésis	59520	Le Pen	447
Rumilly-en-Cambrésis	59520	Macron	374
Râches	59486	Le Pen	823
Râches	59486	Macron	587
Sailly-lez-Cambrai	59521	Le Pen	126
Sailly-lez-Cambrai	59521	Macron	100
Sailly-lez-Lannoy	59522	Macron	930
Sailly-lez-Lannoy	59522	Le Pen	295
Sainghin-en-Mélantois	59523	Macron	1230
Sainghin-en-Mélantois	59523	Le Pen	487
Sainghin-en-Weppes	59524	Macron	1721
Sainghin-en-Weppes	59524	Le Pen	1418
Sains-du-Nord	59525	Le Pen	849
Sains-du-Nord	59525	Macron	471
Saint-Amand-les-Eaux	59526	Le Pen	4150
Saint-Amand-les-Eaux	59526	Macron	3711
Saint-André-lez-Lille	59527	Macron	4119
Saint-André-lez-Lille	59527	Le Pen	1883
Saint-Aubert	59528	Le Pen	575
Saint-Aubert	59528	Macron	268
Saint-Aubin	59529	Le Pen	114
Saint-Aubin	59529	Macron	75
Saint-Aybert	59530	Le Pen	113
Saint-Aybert	59530	Macron	54
Saint-Benin	59531	Le Pen	119
Saint-Benin	59531	Macron	58
Saint-Georges-sur-l'Aa	59532	Le Pen	117
Saint-Georges-sur-l'Aa	59532	Macron	73
Saint-Hilaire-lez-Cambrai	59533	Le Pen	590
Saint-Hilaire-lez-Cambrai	59533	Macron	272
Saint-Hilaire-sur-Helpe	59534	Le Pen	235
Saint-Hilaire-sur-Helpe	59534	Macron	168
Saint-Jans-Cappel	59535	Macron	604
Saint-Jans-Cappel	59535	Le Pen	407
Saint-Martin-sur-Ecaillon	59537	Macron	164
Saint-Martin-sur-Ecaillon	59537	Le Pen	125
Saint-Momelin	59538	Le Pen	152
Saint-Momelin	59538	Macron	79
Saint-Pierre-Brouck	59539	Le Pen	325
Saint-Pierre-Brouck	59539	Macron	236
Saint-Python	59541	Le Pen	364
Saint-Python	59541	Macron	178
Saint-Remy-Chaussée	59542	Le Pen	169
Saint-Remy-Chaussée	59542	Macron	87
Saint-Remy-du-Nord	59543	Le Pen	400
Saint-Remy-du-Nord	59543	Macron	192
Saint-Saulve	59544	Macron	2855
Saint-Saulve	59544	Le Pen	2641
Saint-Souplet	59545	Le Pen	476
Saint-Souplet	59545	Macron	188
Saint-Sylvestre-Cappel	59546	Le Pen	384
Saint-Sylvestre-Cappel	59546	Macron	365
Saint-Vaast-en-Cambrésis	59547	Le Pen	316
Saint-Vaast-en-Cambrésis	59547	Macron	149
Saint-Waast	59548	Le Pen	228
Saint-Waast	59548	Macron	150
Sainte-Marie-Cappel	59536	Macron	340
Sainte-Marie-Cappel	59536	Le Pen	204
Salesches	59549	Le Pen	98
Salesches	59549	Macron	79
Salomé	59550	Le Pen	975
Salomé	59550	Macron	706
Saméon	59551	Macron	573
Saméon	59551	Le Pen	394
Sancourt	59552	Le Pen	75
Sancourt	59552	Macron	37
Santes	59553	Macron	2081
Santes	59553	Le Pen	1408
Sars-Poteries	59555	Le Pen	416
Sars-Poteries	59555	Macron	218
Sars-et-Rosières	59554	Macron	250
Sars-et-Rosières	59554	Le Pen	147
Sassegnies	59556	Le Pen	121
Sassegnies	59556	Macron	50
Saultain	59557	Le Pen	636
Saultain	59557	Macron	610
Saulzoir	59558	Le Pen	563
Saulzoir	59558	Macron	378
Sebourg	59559	Macron	642
Sebourg	59559	Le Pen	509
Seclin	59560	Macron	3196
Seclin	59560	Le Pen	2803
Semousies	59563	Le Pen	90
Semousies	59563	Macron	56
Sepmeries	59565	Macron	196
Sepmeries	59565	Le Pen	189
Sequedin	59566	Macron	1277
Sequedin	59566	Le Pen	1012
Sercus	59568	Macron	146
Sercus	59568	Le Pen	119
Sin-le-Noble	59569	Le Pen	3968
Sin-le-Noble	59569	Macron	2658
Socx	59570	Macron	376
Socx	59570	Le Pen	226
Solesmes	59571	Le Pen	1502
Solesmes	59571	Macron	689
Solre-le-Château	59572	Le Pen	442
Solre-le-Château	59572	Macron	387
Solrinnes	59573	Le Pen	42
Solrinnes	59573	Macron	24
Somain	59574	Le Pen	3583
Somain	59574	Macron	1901
Sommaing	59575	Macron	137
Sommaing	59575	Le Pen	131
Spycker	59576	Le Pen	703
Spycker	59576	Macron	429
Staple	59577	Macron	213
Staple	59577	Le Pen	176
Steenbecque	59578	Macron	495
Steenbecque	59578	Le Pen	495
Steene	59579	Le Pen	484
Steene	59579	Macron	333
Steenvoorde	59580	Macron	1266
Steenvoorde	59580	Le Pen	1149
Steenwerck	59581	Macron	1139
Steenwerck	59581	Le Pen	950
Strazeele	59582	Le Pen	271
Strazeele	59582	Macron	222
Sémeries	59562	Le Pen	195
Sémeries	59562	Macron	125
Séranvillers-Forenville	59567	Le Pen	138
Séranvillers-Forenville	59567	Macron	82
Taisnières-en-Thiérache	59583	Le Pen	175
Taisnières-en-Thiérache	59583	Macron	99
Taisnières-sur-Hon	59584	Le Pen	214
Taisnières-sur-Hon	59584	Macron	195
Templemars	59585	Macron	1196
Templemars	59585	Le Pen	805
Templeuve-en-Pévèle	59586	Macron	2474
Templeuve-en-Pévèle	59586	Le Pen	1444
Terdeghem	59587	Macron	183
Terdeghem	59587	Le Pen	144
Thiant	59589	Le Pen	909
Thiant	59589	Macron	486
Thiennes	59590	Le Pen	292
Thiennes	59590	Macron	201
Thivencelle	59591	Le Pen	313
Thivencelle	59591	Macron	109
Thumeries	59592	Le Pen	1213
Thumeries	59592	Macron	1112
Thun-Saint-Amand	59594	Le Pen	287
Thun-Saint-Amand	59594	Macron	246
Thun-Saint-Martin	59595	Le Pen	176
Thun-Saint-Martin	59595	Macron	150
Thun-l'Evêque	59593	Le Pen	243
Thun-l'Evêque	59593	Macron	181
Tilloy-lez-Cambrai	59597	Macron	238
Tilloy-lez-Cambrai	59597	Le Pen	206
Tilloy-lez-Marchiennes	59596	Macron	208
Tilloy-lez-Marchiennes	59596	Le Pen	156
Toufflers	59598	Macron	1341
Toufflers	59598	Le Pen	1004
Tourcoing	59599	Macron	20170
Tourcoing	59599	Le Pen	14135
Tourmignies	59600	Macron	361
Tourmignies	59600	Le Pen	203
Tressin	59602	Macron	603
Tressin	59602	Le Pen	229
Trith-Saint-Léger	59603	Le Pen	2039
Trith-Saint-Léger	59603	Macron	1005
Troisvilles	59604	Le Pen	285
Troisvilles	59604	Macron	125
Trélon	59601	Le Pen	792
Trélon	59601	Macron	412
Téteghem-Coudekerque-Village	59588	Macron	2925
Téteghem-Coudekerque-Village	59588	Le Pen	2290
Uxem	59605	Macron	430
Uxem	59605	Le Pen	428
Valenciennes	59606	Macron	9359
Valenciennes	59606	Le Pen	6864
Vendegies-au-Bois	59607	Le Pen	162
Vendegies-au-Bois	59607	Macron	121
Vendegies-sur-Ecaillon	59608	Le Pen	333
Vendegies-sur-Ecaillon	59608	Macron	292
Vendeville	59609	Macron	649
Vendeville	59609	Le Pen	375
Verchain-Maugré	59610	Le Pen	345
Verchain-Maugré	59610	Macron	250
Verlinghem	59611	Macron	1182
Verlinghem	59611	Le Pen	415
Vertain	59612	Le Pen	173
Vertain	59612	Macron	150
Vicq	59613	Le Pen	421
Vicq	59613	Macron	223
Viesly	59614	Le Pen	526
Viesly	59614	Macron	219
Vieux-Berquin	59615	Le Pen	786
Vieux-Berquin	59615	Macron	710
Vieux-Condé	59616	Le Pen	3154
Vieux-Condé	59616	Macron	1533
Vieux-Mesnil	59617	Le Pen	196
Vieux-Mesnil	59617	Macron	140
Vieux-Reng	59618	Le Pen	297
Vieux-Reng	59618	Macron	128
Villeneuve-d'Ascq	59009	Macron	18542
Villeneuve-d'Ascq	59009	Le Pen	6892
Villereau	59619	Le Pen	280
Villereau	59619	Macron	254
Villers-Guislain	59623	Le Pen	306
Villers-Guislain	59623	Macron	112
Villers-Outréaux	59624	Le Pen	668
Villers-Outréaux	59624	Macron	397
Villers-Plouich	59625	Le Pen	129
Villers-Plouich	59625	Macron	92
Villers-Pol	59626	Macron	406
Villers-Pol	59626	Le Pen	300
Villers-Sire-Nicole	59627	Le Pen	308
Villers-Sire-Nicole	59627	Macron	180
Villers-au-Tertre	59620	Le Pen	196
Villers-au-Tertre	59620	Macron	182
Villers-en-Cauchies	59622	Le Pen	423
Villers-en-Cauchies	59622	Macron	200
Volckerinckhove	59628	Macron	175
Volckerinckhove	59628	Le Pen	168
Vred	59629	Le Pen	437
Vred	59629	Macron	303
Wahagnies	59630	Le Pen	737
Wahagnies	59630	Macron	696
Walincourt-Selvigny	59631	Le Pen	640
Walincourt-Selvigny	59631	Macron	367
Wallers	59632	Le Pen	1718
Wallers	59632	Macron	1019
Wallers-en-Fagne	59633	Le Pen	93
Wallers-en-Fagne	59633	Macron	46
Wallon-Cappel	59634	Macron	320
Wallon-Cappel	59634	Le Pen	217
Wambaix	59635	Macron	111
Wambaix	59635	Le Pen	110
Wambrechies	59636	Macron	4007
Wambrechies	59636	Le Pen	2028
Wandignies-Hamage	59637	Le Pen	393
Wandignies-Hamage	59637	Macron	346
Wannehain	59638	Macron	417
Wannehain	59638	Le Pen	320
Wargnies-le-Grand	59639	Le Pen	340
Wargnies-le-Grand	59639	Macron	312
Wargnies-le-Petit	59640	Le Pen	260
Wargnies-le-Petit	59640	Macron	177
Warhem	59641	Le Pen	640
Warhem	59641	Macron	611
Warlaing	59642	Macron	186
Warlaing	59642	Le Pen	146
Warneton	59643	Macron	82
Warneton	59643	Le Pen	65
Wasnes-au-Bac	59645	Le Pen	229
Wasnes-au-Bac	59645	Macron	133
Wasquehal	59646	Macron	7522
Wasquehal	59646	Le Pen	3273
Watten	59647	Le Pen	977
Watten	59647	Macron	418
Wattignies	59648	Macron	4127
Wattignies	59648	Le Pen	2119
Wattignies-la-Victoire	59649	Macron	94
Wattignies-la-Victoire	59649	Le Pen	74
Wattrelos	59650	Le Pen	9044
Wattrelos	59650	Macron	8100
Wavrechain-sous-Denain	59651	Le Pen	524
Wavrechain-sous-Denain	59651	Macron	221
Wavrechain-sous-Faulx	59652	Le Pen	173
Wavrechain-sous-Faulx	59652	Macron	77
Wavrin	59653	Macron	2222
Wavrin	59653	Le Pen	2013
Waziers	59654	Le Pen	1736
Waziers	59654	Macron	1257
Wemaers-Cappel	59655	Le Pen	75
Wemaers-Cappel	59655	Macron	55
Wervicq-Sud	59656	Macron	1413
Wervicq-Sud	59656	Le Pen	1060
West-Cappel	59657	Le Pen	197
West-Cappel	59657	Macron	171
Wicres	59658	Macron	177
Wicres	59658	Le Pen	100
Wignehies	59659	Le Pen	867
Wignehies	59659	Macron	441
Willems	59660	Macron	1059
Willems	59660	Le Pen	705
Willies	59661	Macron	33
Willies	59661	Le Pen	30
Winnezeele	59662	Le Pen	384
Winnezeele	59662	Macron	349
Wormhout	59663	Le Pen	1641
Wormhout	59663	Macron	1541
Wulverdinghe	59664	Le Pen	140
Wulverdinghe	59664	Macron	59
Wylder	59665	Le Pen	112
Wylder	59665	Macron	53
Zegerscappel	59666	Le Pen	500
Zegerscappel	59666	Macron	373
Zermezeele	59667	Macron	78
Zermezeele	59667	Le Pen	77
Zuydcoote	59668	Macron	446
Zuydcoote	59668	Le Pen	400
Zuytpeene	59669	Le Pen	153
Zuytpeene	59669	Macron	152
