code	city	n_ins	n_nat	n_eur	n_hu	n_nl	n_it	n_be	n_pt	n_bg	n_cz	n_de	n_dk	n_es	n_fi	n_gr	n_ie	n_pl	n_ro	n_se	n_sk	n_at	n_lu	n_lt	n_cy	n_lv	n_si	n_hr	n_ee
59427	La Neuville	530	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59428	Neuville-Saint-Rémy	2675	2634	41	0	0	0	0	31	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
59429	Neuville-sur-Escaut	1819	1810	9	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59430	Neuvilly	780	776	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59431	Nieppe	6372	6324	48	0	0	2	15	29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59432	Niergnies	442	438	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59433	Nieurlet	770	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59434	Nivelle	1158	1119	39	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59435	Nomain	2128	2112	16	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
59436	Noordpeene	619	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59437	Noyelles-lès-Seclin	680	678	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59438	Noyelles-sur-Escaut	618	615	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59439	Noyelles-sur-Sambre	248	244	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59440	Noyelles-sur-Selle	503	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59441	Obies	549	531	18	0	2	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59442	Obrechies	250	246	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59443	Ochtezeele	272	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59444	Odomez	625	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59445	Ohain	985	919	66	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59446	Oisy	481	473	8	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59447	Onnaing	6326	6225	101	0	0	18	69	2	0	0	2	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
59448	Oost-Cappel	366	364	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59449	Orchies	6904	6854	50	0	0	4	25	5	0	0	8	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59450	Ors	479	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59451	Orsinval	467	446	21	0	2	5	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59452	Ostricourt	4058	4056	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59453	Oudezeele	538	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59454	Oxelaëre	381	380	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59455	Paillencourt	814	808	6	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59456	Pecquencourt	4496	4466	30	0	0	18	8	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59457	Pérenchies	6489	6410	79	0	2	21	2	50	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59458	Péronne-en-Mélantois	765	761	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59459	Petite-Forêt	3838	3809	29	0	0	12	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59461	Petit-Fayt	224	222	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59462	Phalempin	3910	3892	18	0	0	0	10	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59463	Pitgam	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59464	Poix-du-Nord	1612	1598	14	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59465	Pommereuil	555	553	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59466	Pont-à-Marcq	2326	2305	21	0	3	3	12	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
59467	Pont-sur-Sambre	1822	1800	22	0	0	4	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59468	Potelle	373	369	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59469	Pradelles	329	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59470	Prémesques	1555	1545	10	0	0	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59471	Préseau	1647	1637	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59472	Preux-au-Bois	660	658	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59473	Preux-au-Sart	254	246	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
59474	Prisches	826	814	12	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59475	Prouvy	1684	1676	8	0	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59476	Proville	2757	2730	27	0	0	0	10	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59477	Provin	3230	3221	9	0	0	0	4	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
